Ausgabe,Datum,Locales?,Neues aus Köln?,Wochentag
1909_6_20_398654.txt,1909-06-20,0,0,6
1909_6_22_398658.txt,1909-06-22,0,0,1
1909_6_23_398659.txt,1909-06-23,0,0,2
1909_6_28_398665.txt,1909-06-28,0,0,0
1909_6_29_398666.txt,1909-06-29,0,0,1
1909_7_1_398668.txt,1909-07-01,0,0,3
1909_7_2_398669.txt,1909-07-02,0,0,4
1909_7_3_398670.txt,1909-07-03,0,0,5
1909_7_5_398673.txt,1909-07-05,0,0,0
1909_7_6_398674.txt,1909-07-06,0,0,1
1909_7_7_398675.txt,1909-07-07,0,0,2
1909_7_8_398676.txt,1909-07-08,0,0,3
1909_7_9_398677.txt,1909-07-09,0,0,4
1909_7_10_398678.txt,1909-07-10,0,0,5
1909_7_13_398682.txt,1909-07-13,0,0,1
1909_7_14_398683.txt,1909-07-14,0,0,2
1909_7_15_398684.txt,1909-07-15,0,0,3
1909_7_17_398686.txt,1909-07-17,0,0,5
1909_7_20_398690.txt,1909-07-20,0,0,1
1909_7_21_398691.txt,1909-07-21,0,0,2
1909_7_24_398694.txt,1909-07-24,0,0,5
1909_7_26_398697.txt,1909-07-26,0,0,0
1909_7_28_398699.txt,1909-07-28,0,0,2
1909_7_29_398700.txt,1909-07-29,0,0,3
1909_8_4_398707.txt,1909-08-04,0,0,2
1909_8_11_398715.txt,1909-08-11,0,0,2
1909_8_13_398717.txt,1909-08-13,0,0,4
1909_8_14_398718.txt,1909-08-14,0,0,5
1909_8_16_398721.txt,1909-08-16,0,0,0
1909_8_19_398724.txt,1909-08-19,0,0,3
1909_8_20_398725.txt,1909-08-20,0,0,4
1909_8_24_398730.txt,1909-08-24,0,0,1
1909_8_26_398732.txt,1909-08-26,0,0,3
1909_8_27_398733.txt,1909-08-27,0,0,4
1909_8_28_398734.txt,1909-08-28,0,0,5
1909_8_30_398737.txt,1909-08-30,0,0,0
1909_8_31_398738.txt,1909-08-31,0,0,1
1909_9_1_398739.txt,1909-09-01,0,0,2
1909_9_3_398741.txt,1909-09-03,0,0,4
1909_9_4_398742.txt,1909-09-04,0,0,5
1909_9_8_398747.txt,1909-09-08,0,0,2
1909_9_11_398750.txt,1909-09-11,0,0,5
1909_9_12_398887.txt,1909-09-12,0,0,6
1909_9_13_398888.txt,1909-09-13,0,0,0
1909_9_14_398889.txt,1909-09-14,0,0,1
1909_9_15_398890.txt,1909-09-15,0,0,2
1909_9_16_398891.txt,1909-09-16,0,0,3
1909_9_17_398892.txt,1909-09-17,0,0,4
1909_9_20_398896.txt,1909-09-20,0,0,0
1909_9_22_398898.txt,1909-09-22,0,0,2
1909_9_23_398899.txt,1909-09-23,0,0,3
1909_9_24_398900.txt,1909-09-24,0,0,4
1909_9_27_398904.txt,1909-09-27,0,0,0
1909_9_28_398905.txt,1909-09-28,0,0,1
1909_9_29_398906.txt,1909-09-29,0,0,2
1909_10_1_398908.txt,1909-10-01,0,0,4
1909_10_2_398909.txt,1909-10-02,0,0,5
1909_10_5_398913.txt,1909-10-05,0,0,1
1909_10_6_398914.txt,1909-10-06,0,0,2
1909_10_7_398915.txt,1909-10-07,0,0,3
1909_10_9_398917.txt,1909-10-09,0,0,5
1909_10_11_398920.txt,1909-10-11,0,0,0
1909_10_13_398922.txt,1909-10-13,0,0,2
1909_10_15_398924.txt,1909-10-15,0,0,4
1909_10_16_398925.txt,1909-10-16,0,0,5
1909_10_18_398928.txt,1909-10-18,0,0,0
1909_10_22_398932.txt,1909-10-22,0,0,4
1909_10_25_398936.txt,1909-10-25,0,0,0
1909_10_29_398940.txt,1909-10-29,0,0,4
1909_11_12_398958.txt,1909-11-12,0,0,4
1909_11_13_398959.txt,1909-11-13,0,0,5
1909_11_19_398966.txt,1909-11-19,0,0,4
1909_11_20_398967.txt,1909-11-20,0,0,5
1909_11_26_399185.txt,1909-11-26,0,0,4
1909_11_29_399189.txt,1909-11-29,0,0,0
1909_11_30_399190.txt,1909-11-30,0,0,1
1909_12_1_399191.txt,1909-12-01,0,0,2
1909_12_4_399194.txt,1909-12-04,0,0,5
1909_12_10_399201.txt,1909-12-10,0,0,4
1909_12_11_399202.txt,1909-12-11,0,0,5
1909_12_16_399208.txt,1909-12-16,0,0,3
1909_12_20_399213.txt,1909-12-20,0,0,0
1909_12_24_399217.txt,1909-12-24,0,0,4
1909_12_27_399220.txt,1909-12-27,0,0,0
1909_12_30_399223.txt,1909-12-30,0,0,3
1910_1_4_399228.txt,1910-01-04,0,0,1
